 0.00000E+00     8.52799E-01     3.43996E-01     3.43996E-01     3.43996E-01     8.53468E-01     3.43996E-01     3.43996E-01     3.43996E-01     8.53457E-01     
 1.57082E-01     9.14613E-01     3.51910E-01     3.51910E-01     3.51910E-01     9.14738E-01     3.51910E-01     3.51910E-01     3.51910E-01     9.14742E-01     
 3.14164E-01     9.89693E-01     3.60480E-01     3.60480E-01     3.60480E-01     9.89567E-01     3.60480E-01     3.60480E-01     3.60480E-01     9.89578E-01     
 4.71246E-01     1.07284E+00     3.68806E-01     3.68806E-01     3.68806E-01     1.07264E+00     3.68806E-01     3.68806E-01     3.68806E-01     1.07265E+00     
 6.28327E-01     1.16256E+00     3.76633E-01     3.76633E-01     3.76633E-01     1.16236E+00     3.76633E-01     3.76633E-01     3.76633E-01     1.16237E+00     
 7.85409E-01     1.25744E+00     3.83830E-01     3.83830E-01     3.83830E-01     1.25729E+00     3.83830E-01     3.83830E-01     3.83830E-01     1.25730E+00     
 9.42491E-01     1.35617E+00     3.90354E-01     3.90354E-01     3.90354E-01     1.35608E+00     3.90354E-01     3.90354E-01     3.90354E-01     1.35609E+00     
 1.09957E+00     1.45756E+00     3.96214E-01     3.96214E-01     3.96214E-01     1.45751E+00     3.96214E-01     3.96214E-01     3.96214E-01     1.45752E+00     
 1.25665E+00     1.56054E+00     4.01457E-01     4.01457E-01     4.01457E-01     1.56052E+00     4.01457E-01     4.01457E-01     4.01457E-01     1.56054E+00     
 1.41374E+00     1.66422E+00     4.06144E-01     4.06144E-01     4.06144E-01     1.66423E+00     4.06144E-01     4.06144E-01     4.06144E-01     1.66425E+00     
 1.57082E+00     1.76787E+00     4.10341E-01     4.10341E-01     4.10341E-01     1.76789E+00     4.10341E-01     4.10341E-01     4.10341E-01     1.76791E+00     
 1.72790E+00     1.87091E+00     4.14113E-01     4.14113E-01     4.14113E-01     1.87092E+00     4.14113E-01     4.14113E-01     4.14113E-01     1.87095E+00     
 1.88498E+00     1.97288E+00     4.17518E-01     4.17518E-01     4.17518E-01     1.97288E+00     4.17518E-01     4.17518E-01     4.17518E-01     1.97291E+00     
 2.04206E+00     2.07347E+00     4.20607E-01     4.20607E-01     4.20607E-01     2.07346E+00     4.20607E-01     4.20607E-01     4.20607E-01     2.07349E+00     
 2.19915E+00     2.17244E+00     4.23427E-01     4.23427E-01     4.23427E-01     2.17242E+00     4.23427E-01     4.23427E-01     4.23427E-01     2.17245E+00     
 2.35623E+00     2.26966E+00     4.26015E-01     4.26015E-01     4.26015E-01     2.26962E+00     4.26015E-01     4.26015E-01     4.26015E-01     2.26966E+00     
 2.51331E+00     2.36505E+00     4.28403E-01     4.28403E-01     4.28403E-01     2.36501E+00     4.28403E-01     4.28403E-01     4.28403E-01     2.36504E+00     
 2.67039E+00     2.45860E+00     4.30618E-01     4.30618E-01     4.30618E-01     2.45854E+00     4.30618E-01     4.30618E-01     4.30618E-01     2.45858E+00     
 2.82747E+00     2.55031E+00     4.32683E-01     4.32683E-01     4.32683E-01     2.55025E+00     4.32683E-01     4.32683E-01     4.32683E-01     2.55029E+00     
 2.98456E+00     2.64024E+00     4.34617E-01     4.34617E-01     4.34617E-01     2.64017E+00     4.34617E-01     4.34617E-01     4.34617E-01     2.64021E+00     
 3.14164E+00     2.72845E+00     4.36436E-01     4.36436E-01     4.36436E-01     2.72838E+00     4.36436E-01     4.36436E-01     4.36436E-01     2.72841E+00     
 3.29872E+00     2.81500E+00     4.38152E-01     4.38152E-01     4.38152E-01     2.81493E+00     4.38152E-01     4.38152E-01     4.38152E-01     2.81497E+00     
 3.45580E+00     2.90000E+00     4.39777E-01     4.39777E-01     4.39777E-01     2.89993E+00     4.39777E-01     4.39777E-01     4.39777E-01     2.89997E+00     
 3.61288E+00     2.98351E+00     4.41320E-01     4.41320E-01     4.41320E-01     2.98344E+00     4.41320E-01     4.41320E-01     4.41320E-01     2.98348E+00     
 3.76996E+00     3.06564E+00     4.42790E-01     4.42790E-01     4.42790E-01     3.06557E+00     4.42790E-01     4.42790E-01     4.42790E-01     3.06561E+00     
 3.92705E+00     3.14645E+00     4.44192E-01     4.44192E-01     4.44192E-01     3.14638E+00     4.44192E-01     4.44192E-01     4.44192E-01     3.14642E+00     
 4.08413E+00     3.22604E+00     4.45533E-01     4.45533E-01     4.45533E-01     3.22597E+00     4.45533E-01     4.45533E-01     4.45533E-01     3.22601E+00     
 4.24121E+00     3.30447E+00     4.46817E-01     4.46817E-01     4.46817E-01     3.30440E+00     4.46817E-01     4.46817E-01     4.46817E-01     3.30445E+00     
 4.39829E+00     3.38182E+00     4.48049E-01     4.48049E-01     4.48049E-01     3.38175E+00     4.48049E-01     4.48049E-01     4.48049E-01     3.38180E+00     
 4.55537E+00     3.45816E+00     4.49232E-01     4.49232E-01     4.49232E-01     3.45810E+00     4.49232E-01     4.49232E-01     4.49232E-01     3.45814E+00     
 4.71246E+00     3.53355E+00     4.50371E-01     4.50371E-01     4.50371E-01     3.53349E+00     4.50371E-01     4.50371E-01     4.50371E-01     3.53354E+00     
 4.86954E+00     3.60805E+00     4.51466E-01     4.51466E-01     4.51466E-01     3.60798E+00     4.51466E-01     4.51466E-01     4.51466E-01     3.60803E+00     
 5.02662E+00     3.68170E+00     4.52523E-01     4.52523E-01     4.52523E-01     3.68163E+00     4.52523E-01     4.52523E-01     4.52523E-01     3.68169E+00     
 5.18370E+00     3.75456E+00     4.53541E-01     4.53541E-01     4.53541E-01     3.75449E+00     4.53541E-01     4.53541E-01     4.53541E-01     3.75454E+00     
 5.34078E+00     3.82666E+00     4.54524E-01     4.54524E-01     4.54524E-01     3.82660E+00     4.54524E-01     4.54524E-01     4.54524E-01     3.82665E+00     
 5.49786E+00     3.89806E+00     4.55474E-01     4.55474E-01     4.55474E-01     3.89799E+00     4.55474E-01     4.55474E-01     4.55474E-01     3.89804E+00     
 5.65495E+00     3.96877E+00     4.56391E-01     4.56391E-01     4.56391E-01     3.96871E+00     4.56391E-01     4.56391E-01     4.56391E-01     3.96876E+00     
 5.81203E+00     4.03885E+00     4.57278E-01     4.57278E-01     4.57278E-01     4.03878E+00     4.57278E-01     4.57278E-01     4.57278E-01     4.03883E+00     
 5.96911E+00     4.10830E+00     4.58137E-01     4.58137E-01     4.58137E-01     4.10824E+00     4.58137E-01     4.58137E-01     4.58137E-01     4.10829E+00     
 6.12619E+00     4.17717E+00     4.58968E-01     4.58968E-01     4.58968E-01     4.17710E+00     4.58968E-01     4.58968E-01     4.58968E-01     4.17716E+00     
 6.28327E+00     4.24547E+00     4.59772E-01     4.59772E-01     4.59772E-01     4.24540E+00     4.59772E-01     4.59772E-01     4.59772E-01     4.24546E+00     
 6.44036E+00     4.31322E+00     4.60551E-01     4.60551E-01     4.60551E-01     4.31316E+00     4.60551E-01     4.60551E-01     4.60551E-01     4.31321E+00     
 6.59744E+00     4.38045E+00     4.61307E-01     4.61307E-01     4.61307E-01     4.38039E+00     4.61307E-01     4.61307E-01     4.61307E-01     4.38044E+00     
 6.75452E+00     4.44717E+00     4.62039E-01     4.62039E-01     4.62039E-01     4.44710E+00     4.62039E-01     4.62039E-01     4.62039E-01     4.44716E+00     
 6.91160E+00     4.51339E+00     4.62749E-01     4.62749E-01     4.62749E-01     4.51333E+00     4.62749E-01     4.62749E-01     4.62749E-01     4.51338E+00     
 7.06868E+00     4.57914E+00     4.63438E-01     4.63438E-01     4.63438E-01     4.57907E+00     4.63438E-01     4.63438E-01     4.63438E-01     4.57913E+00     
 7.22577E+00     4.64441E+00     4.64106E-01     4.64106E-01     4.64106E-01     4.64435E+00     4.64106E-01     4.64106E-01     4.64106E-01     4.64440E+00     
 7.38285E+00     4.70923E+00     4.64755E-01     4.64755E-01     4.64755E-01     4.70917E+00     4.64755E-01     4.64755E-01     4.64755E-01     4.70922E+00     
 7.53993E+00     4.77360E+00     4.65385E-01     4.65385E-01     4.65385E-01     4.77354E+00     4.65385E-01     4.65385E-01     4.65385E-01     4.77359E+00     
 7.69701E+00     4.83753E+00     4.65997E-01     4.65997E-01     4.65997E-01     4.83747E+00     4.65997E-01     4.65997E-01     4.65997E-01     4.83752E+00     
 7.85409E+00     4.90102E+00     4.66592E-01     4.66592E-01     4.66592E-01     4.90096E+00     4.66592E-01     4.66592E-01     4.66592E-01     4.90101E+00     
 8.01117E+00     4.96409E+00     4.67170E-01     4.67170E-01     4.67170E-01     4.96403E+00     4.67170E-01     4.67170E-01     4.67170E-01     4.96408E+00     
 8.16826E+00     5.02675E+00     4.67733E-01     4.67733E-01     4.67733E-01     5.02669E+00     4.67733E-01     4.67733E-01     4.67733E-01     5.02674E+00     
 8.32534E+00     5.08900E+00     4.68280E-01     4.68280E-01     4.68280E-01     5.08893E+00     4.68280E-01     4.68280E-01     4.68280E-01     5.08899E+00     
 8.48242E+00     5.15081E+00     4.68812E-01     4.68812E-01     4.68812E-01     5.15076E+00     4.68812E-01     4.68812E-01     4.68812E-01     5.15080E+00     
 8.63950E+00     5.21224E+00     4.69329E-01     4.69329E-01     4.69329E-01     5.21218E+00     4.69329E-01     4.69329E-01     4.69329E-01     5.21223E+00     
 8.79658E+00     5.27326E+00     4.69833E-01     4.69833E-01     4.69833E-01     5.27320E+00     4.69833E-01     4.69833E-01     4.69833E-01     5.27325E+00     
 8.95367E+00     5.33389E+00     4.70324E-01     4.70324E-01     4.70324E-01     5.33383E+00     4.70324E-01     4.70324E-01     4.70324E-01     5.33388E+00     
 9.11075E+00     5.39412E+00     4.70802E-01     4.70802E-01     4.70802E-01     5.39406E+00     4.70802E-01     4.70802E-01     4.70802E-01     5.39411E+00     
 9.26783E+00     5.45396E+00     4.71268E-01     4.71268E-01     4.71268E-01     5.45390E+00     4.71268E-01     4.71268E-01     4.71268E-01     5.45395E+00     
 9.42491E+00     5.51341E+00     4.71722E-01     4.71722E-01     4.71722E-01     5.51335E+00     4.71722E-01     4.71722E-01     4.71722E-01     5.51340E+00     
 9.58199E+00     5.57247E+00     4.72165E-01     4.72165E-01     4.72165E-01     5.57242E+00     4.72165E-01     4.72165E-01     4.72165E-01     5.57246E+00     
 9.73907E+00     5.63115E+00     4.72597E-01     4.72597E-01     4.72597E-01     5.63110E+00     4.72597E-01     4.72597E-01     4.72597E-01     5.63114E+00     
