 7.8540926132085520E-02    -8.8243759628816321E-01  -8.2314438337247064E-01      -8.8243759628816321E-01  -8.2314438337247064E-01      -8.8243759628816321E-01  -8.2314438337247064E-01      -8.8243759628816321E-01  -8.2314438337247064E-01      -8.8243759628816321E-01  -8.2314438337247064E-01      -8.8243759628816321E-01  -8.2314438337247064E-01       
 2.3562277839625656E-01    -7.3568891329100217E-01  -8.5398555867970793E-01      -7.3568891329100217E-01  -8.5398555867970793E-01      -7.3568891329100217E-01  -8.5398555867970793E-01      -7.3568891329100217E-01  -8.5398555867970793E-01      -7.3568891329100217E-01  -8.5398555867970793E-01      -7.3568891329100217E-01  -8.5398555867970793E-01       
 3.9270463066042760E-01    -6.1871612503545137E-01  -8.3101658144435409E-01      -6.1871612503545137E-01  -8.3101658144435409E-01      -6.1871612503545137E-01  -8.3101658144435409E-01      -6.1871612503545137E-01  -8.3101658144435409E-01      -6.1871612503545137E-01  -8.3101658144435409E-01      -6.1871612503545137E-01  -8.3101658144435409E-01       
 5.4978648292459864E-01    -5.1712048807689237E-01  -7.9332706844939482E-01      -5.1712048807689237E-01  -7.9332706844939482E-01      -5.1712048807689237E-01  -7.9332706844939482E-01      -5.1712048807689237E-01  -7.9332706844939482E-01      -5.1712048807689237E-01  -7.9332706844939482E-01      -5.1712048807689237E-01  -7.9332706844939482E-01       
 7.0686833518876968E-01    -4.3135889340887396E-01  -7.4841072434578793E-01      -4.3135889340887396E-01  -7.4841072434578793E-01      -4.3135889340887396E-01  -7.4841072434578793E-01      -4.3135889340887396E-01  -7.4841072434578793E-01      -4.3135889340887396E-01  -7.4841072434578793E-01      -4.3135889340887396E-01  -7.4841072434578793E-01       
 8.6395018745294061E-01    -3.6053189116919415E-01  -7.0116871005164982E-01      -3.6053189116919415E-01  -7.0116871005164982E-01      -3.6053189116919415E-01  -7.0116871005164982E-01      -3.6053189116919415E-01  -7.0116871005164982E-01      -3.6053189116919415E-01  -7.0116871005164982E-01      -3.6053189116919415E-01  -7.0116871005164982E-01       
 1.0210320397171118E+00    -3.0277090494258513E-01  -6.5466016647039016E-01      -3.0277090494258513E-01  -6.5466016647039016E-01      -3.0277090494258513E-01  -6.5466016647039016E-01      -3.0277090494258513E-01  -6.5466016647039016E-01      -3.0277090494258513E-01  -6.5466016647039016E-01      -3.0277090494258513E-01  -6.5466016647039016E-01       
 1.1781138919812828E+00    -2.5590469982549202E-01  -6.1058659721190367E-01      -2.5590469982549202E-01  -6.1058659721190367E-01      -2.5590469982549202E-01  -6.1058659721190367E-01      -2.5590469982549202E-01  -6.1058659721190367E-01      -2.5590469982549202E-01  -6.1058659721190367E-01      -2.5590469982549202E-01  -6.1058659721190367E-01       
 1.3351957442454541E+00    -2.1787385507526388E-01  -5.6974787708710684E-01      -2.1787385507526388E-01  -5.6974787708710684E-01      -2.1787385507526388E-01  -5.6974787708710684E-01      -2.1787385507526388E-01  -5.6974787708710684E-01      -2.1787385507526388E-01  -5.6974787708710684E-01      -2.1787385507526388E-01  -5.6974787708710684E-01       
 1.4922775965096249E+00    -1.8690583881524195E-01  -5.3239657946792718E-01      -1.8690583881524195E-01  -5.3239657946792718E-01      -1.8690583881524195E-01  -5.3239657946792718E-01      -1.8690583881524195E-01  -5.3239657946792718E-01      -1.8690583881524195E-01  -5.3239657946792718E-01      -1.8690583881524195E-01  -5.3239657946792718E-01       
 1.6493594487737961E+00    -1.6155077258118633E-01  -4.9847885924885477E-01      -1.6155077258118633E-01  -4.9847885924885477E-01      -1.6155077258118633E-01  -4.9847885924885477E-01      -1.6155077258118633E-01  -4.9847885924885477E-01      -1.6155077258118633E-01  -4.9847885924885477E-01      -1.6155077258118633E-01  -4.9847885924885477E-01       
 1.8064413010379670E+00    -1.4065421895461852E-01  -4.6778497107772549E-01      -1.4065421895461852E-01  -4.6778497107772549E-01      -1.4065421895461852E-01  -4.6778497107772549E-01      -1.4065421895461852E-01  -4.6778497107772549E-01      -1.4065421895461852E-01  -4.6778497107772549E-01      -1.4065421895461852E-01  -4.6778497107772549E-01       
 1.9635231533021382E+00    -1.2330919442412713E-01  -4.4003791562270034E-01      -1.2330919442412713E-01  -4.4003791562270034E-01      -1.2330919442412713E-01  -4.4003791562270034E-01      -1.2330919442412713E-01  -4.4003791562270034E-01      -1.2330919442412713E-01  -4.4003791562270034E-01      -1.2330919442412713E-01  -4.4003791562270034E-01       
 2.1206050055663090E+00    -1.0880691500783983E-01  -4.1494303115661607E-01      -1.0880691500783983E-01  -4.1494303115661607E-01      -1.0880691500783983E-01  -4.1494303115661607E-01      -1.0880691500783983E-01  -4.1494303115661607E-01      -1.0880691500783983E-01  -4.1494303115661607E-01      -1.0880691500783983E-01  -4.1494303115661607E-01       
 2.2776868578304801E+00    -9.6593719886870197E-02  -3.9221412937514222E-01      -9.6593719886870197E-02  -3.9221412937514222E-01      -9.6593719886870197E-02  -3.9221412937514222E-01      -9.6593719886870197E-02  -3.9221412937514222E-01      -9.6593719886870197E-02  -3.9221412937514222E-01      -9.6593719886870197E-02  -3.9221412937514222E-01       
 2.4347687100946511E+00    -8.6235998187375110E-02  -3.7158604036105108E-01      -8.6235998187375110E-02  -3.7158604036105108E-01      -8.6235998187375110E-02  -3.7158604036105108E-01      -8.6235998187375110E-02  -3.7158604036105108E-01      -8.6235998187375110E-02  -3.7158604036105108E-01      -8.6235998187375110E-02  -3.7158604036105108E-01       
 2.5918505623588222E+00    -7.7392646824542777E-02  -3.5281953675715377E-01      -7.7392646824542777E-02  -3.5281953675715377E-01      -7.7392646824542777E-02  -3.5281953675715377E-01      -7.7392646824542777E-02  -3.5281953675715377E-01      -7.7392646824542777E-02  -3.5281953675715377E-01      -7.7392646824542777E-02  -3.5281953675715377E-01       
 2.7489324146229932E+00    -6.9793842619300051E-02  -3.3570214958456174E-01      -6.9793842619300051E-02  -3.3570214958456174E-01      -6.9793842619300051E-02  -3.3570214958456174E-01      -6.9793842619300051E-02  -3.3570214958456174E-01      -6.9793842619300051E-02  -3.3570214958456174E-01      -6.9793842619300051E-02  -3.3570214958456174E-01       
 2.9060142668871642E+00    -6.3224826987228963E-02  -3.2004689783780682E-01      -6.3224826987228963E-02  -3.2004689783780682E-01      -6.3224826987228963E-02  -3.2004689783780682E-01      -6.3224826987228963E-02  -3.2004689783780682E-01      -6.3224826987228963E-02  -3.2004689783780682E-01      -6.3224826987228963E-02  -3.2004689783780682E-01       
 3.0630961191513353E+00    -5.7513558894388306E-02  -3.0569007135534942E-01      -5.7513558894388306E-02  -3.0569007135534942E-01      -5.7513558894388306E-02  -3.0569007135534942E-01      -5.7513558894388306E-02  -3.0569007135534942E-01      -5.7513558894388306E-02  -3.0569007135534942E-01      -5.7513558894388306E-02  -3.0569007135534942E-01       
 3.2201779714155063E+00    -5.2521309603184442E-02  -2.9248869199051503E-01      -5.2521309603184442E-02  -2.9248869199051503E-01      -5.2521309603184442E-02  -2.9248869199051503E-01      -5.2521309603184442E-02  -2.9248869199051503E-01      -5.2521309603184442E-02  -2.9248869199051503E-01      -5.2521309603184442E-02  -2.9248869199051503E-01       
 3.3772598236796774E+00    -4.8135479341094078E-02  -2.8031798217174436E-01      -4.8135479341094078E-02  -2.8031798217174436E-01      -4.8135479341094078E-02  -2.8031798217174436E-01      -4.8135479341094078E-02  -2.8031798217174436E-01      -4.8135479341094078E-02  -2.8031798217174436E-01      -4.8135479341094078E-02  -2.8031798217174436E-01       
 3.5343416759438484E+00    -4.4264088606700169E-02  -2.6906900212023210E-01      -4.4264088606700169E-02  -2.6906900212023210E-01      -4.4264088606700169E-02  -2.6906900212023210E-01      -4.4264088606700169E-02  -2.6906900212023210E-01      -4.4264088606700169E-02  -2.6906900212023210E-01      -4.4264088606700169E-02  -2.6906900212023210E-01       
 3.6914235282080199E+00    -4.0831532694177129E-02  -2.5864652362002349E-01      -4.0831532694177129E-02  -2.5864652362002349E-01      -4.0831532694177129E-02  -2.5864652362002349E-01      -4.0831532694177129E-02  -2.5864652362002349E-01      -4.0831532694177129E-02  -2.5864652362002349E-01      -4.0831532694177129E-02  -2.5864652362002349E-01       
 3.8485053804721905E+00    -3.7775291717405408E-02  -2.4896715777872480E-01      -3.7775291717405408E-02  -2.4896715777872480E-01      -3.7775291717405408E-02  -2.4896715777872480E-01      -3.7775291717405408E-02  -2.4896715777872480E-01      -3.7775291717405408E-02  -2.4896715777872480E-01      -3.7775291717405408E-02  -2.4896715777872480E-01       
 4.0055872327363611E+00    -3.5043366256919596E-02  -2.3995772826416192E-01      -3.5043366256919596E-02  -2.3995772826416192E-01      -3.5043366256919596E-02  -2.3995772826416192E-01      -3.5043366256919596E-02  -2.3995772826416192E-01      -3.5043366256919596E-02  -2.3995772826416192E-01      -3.5043366256919596E-02  -2.3995772826416192E-01       
 4.1626690850005330E+00    -3.2592266688669574E-02  -2.3155386934989805E-01      -3.2592266688669574E-02  -2.3155386934989805E-01      -3.2592266688669574E-02  -2.3155386934989805E-01      -3.2592266688669574E-02  -2.3155386934989805E-01      -3.2592266688669574E-02  -2.3155386934989805E-01      -3.2592266688669574E-02  -2.3155386934989805E-01       
 4.3197509372647040E+00    -3.0385427219224912E-02  -2.2369882355803827E-01      -3.0385427219224912E-02  -2.2369882355803827E-01      -3.0385427219224912E-02  -2.2369882355803827E-01      -3.0385427219224912E-02  -2.2369882355803827E-01      -3.0385427219224912E-02  -2.2369882355803827E-01      -3.0385427219224912E-02  -2.2369882355803827E-01       
 4.4768327895288742E+00    -2.8391947501447721E-02  -2.1634241319052719E-01      -2.8391947501447721E-02  -2.1634241319052719E-01      -2.8391947501447721E-02  -2.1634241319052719E-01      -2.8391947501447721E-02  -2.1634241319052719E-01      -2.8391947501447721E-02  -2.1634241319052719E-01      -2.8391947501447721E-02  -2.1634241319052719E-01       
 4.6339146417930452E+00    -2.6585588351726877E-02  -2.0944016156409095E-01      -2.6585588351726877E-02  -2.0944016156409095E-01      -2.6585588351726877E-02  -2.0944016156409095E-01      -2.6585588351726877E-02  -2.0944016156409095E-01      -2.6585588351726877E-02  -2.0944016156409095E-01      -2.6585588351726877E-02  -2.0944016156409095E-01       
 4.7909964940572172E+00    -2.4943965699104429E-02  -2.0295254217347106E-01      -2.4943965699104429E-02  -2.0295254217347106E-01      -2.4943965699104429E-02  -2.0295254217347106E-01      -2.4943965699104429E-02  -2.0295254217347106E-01      -2.4943965699104429E-02  -2.0295254217347106E-01      -2.4943965699104429E-02  -2.0295254217347106E-01       
 4.9480783463213882E+00    -2.3447900060525356E-02  -1.9684433668377385E-01      -2.3447900060525356E-02  -1.9684433668377385E-01      -2.3447900060525356E-02  -1.9684433668377385E-01      -2.3447900060525356E-02  -1.9684433668377385E-01      -2.3447900060525356E-02  -1.9684433668377385E-01      -2.3447900060525356E-02  -1.9684433668377385E-01       
 5.1051601985855584E+00    -2.2080888721225600E-02  -1.9108408527237672E-01      -2.2080888721225600E-02  -1.9108408527237672E-01      -2.2080888721225600E-02  -1.9108408527237672E-01      -2.2080888721225600E-02  -1.9108408527237672E-01      -2.2080888721225600E-02  -1.9108408527237672E-01      -2.2080888721225600E-02  -1.9108408527237672E-01       
 5.2622420508497303E+00    -2.0828675257851672E-02  -1.8564361524948106E-01      -2.0828675257851672E-02  -1.8564361524948106E-01      -2.0828675257851672E-02  -1.8564361524948106E-01      -2.0828675257851672E-02  -1.8564361524948106E-01      -2.0828675257851672E-02  -1.8564361524948106E-01      -2.0828675257851672E-02  -1.8564361524948106E-01       
 5.4193239031139013E+00    -1.9678896698432324E-02  -1.8049763602284966E-01      -1.9678896698432324E-02  -1.8049763602284966E-01      -1.9678896698432324E-02  -1.8049763602284966E-01      -1.9678896698432324E-02  -1.8049763602284966E-01      -1.9678896698432324E-02  -1.8049763602284966E-01      -1.9678896698432324E-02  -1.8049763602284966E-01       
 5.5764057553780724E+00    -1.8620792925574548E-02  -1.7562339032585239E-01      -1.8620792925574548E-02  -1.7562339032585239E-01      -1.8620792925574548E-02  -1.7562339032585239E-01      -1.8620792925574548E-02  -1.7562339032585239E-01      -1.8620792925574548E-02  -1.7562339032585239E-01      -1.8620792925574548E-02  -1.7562339032585239E-01       
 5.7334876076422425E+00    -1.7644966233986661E-02  -1.7100035321348361E-01      -1.7644966233986661E-02  -1.7100035321348361E-01      -1.7644966233986661E-02  -1.7100035321348361E-01      -1.7644966233986661E-02  -1.7100035321348361E-01      -1.7644966233986661E-02  -1.7100035321348361E-01      -1.7644966233986661E-02  -1.7100035321348361E-01       
 5.8905694599064145E+00    -1.6743181499377927E-02  -1.6660997167483249E-01      -1.6743181499377927E-02  -1.6660997167483249E-01      -1.6743181499377927E-02  -1.6660997167483249E-01      -1.6743181499377927E-02  -1.6660997167483249E-01      -1.6743181499377927E-02  -1.6660997167483249E-01      -1.6743181499377927E-02  -1.6660997167483249E-01       
 6.0476513121705855E+00    -1.5908199387345133E-02  -1.6243543884265457E-01      -1.5908199387345133E-02  -1.6243543884265457E-01      -1.5908199387345133E-02  -1.6243543884265457E-01      -1.5908199387345133E-02  -1.6243543884265457E-01      -1.5908199387345133E-02  -1.6243543884265457E-01      -1.5908199387345133E-02  -1.6243543884265457E-01       
 6.2047331644347565E+00    -1.5133636565473771E-02  -1.5846149773103038E-01      -1.5133636565473771E-02  -1.5846149773103038E-01      -1.5133636565473771E-02  -1.5846149773103038E-01      -1.5133636565473771E-02  -1.5846149773103038E-01      -1.5133636565473771E-02  -1.5846149773103038E-01      -1.5133636565473771E-02  -1.5846149773103038E-01       
 6.3618150166989267E+00    -1.4413848082394487E-02  -1.5467427022806923E-01      -1.4413848082394487E-02  -1.5467427022806923E-01      -1.4413848082394487E-02  -1.5467427022806923E-01      -1.4413848082394487E-02  -1.5467427022806923E-01      -1.4413848082394487E-02  -1.5467427022806923E-01      -1.4413848082394487E-02  -1.5467427022806923E-01       
 6.5188968689630986E+00    -1.3743828021299517E-02  -1.5106110773669443E-01      -1.3743828021299517E-02  -1.5106110773669443E-01      -1.3743828021299517E-02  -1.5106110773669443E-01      -1.3743828021299517E-02  -1.5106110773669443E-01      -1.3743828021299517E-02  -1.5106110773669443E-01      -1.3743828021299517E-02  -1.5106110773669443E-01       
 6.6759787212272697E+00    -1.3119125280919063E-02  -1.4761046041376996E-01      -1.3119125280919063E-02  -1.4761046041376996E-01      -1.3119125280919063E-02  -1.4761046041376996E-01      -1.3119125280919063E-02  -1.4761046041376996E-01      -1.3119125280919063E-02  -1.4761046041376996E-01      -1.3119125280919063E-02  -1.4761046041376996E-01       
 6.8330605734914398E+00    -1.2535771928580422E-02  -1.4431176242422958E-01      -1.2535771928580422E-02  -1.4431176242422958E-01      -1.2535771928580422E-02  -1.4431176242422958E-01      -1.2535771928580422E-02  -1.4431176242422958E-01      -1.2535771928580422E-02  -1.4431176242422958E-01      -1.2535771928580422E-02  -1.4431176242422958E-01       
 6.9901424257556117E+00    -1.1990222041627320E-02  -1.4115533101761663E-01      -1.1990222041627320E-02  -1.4115533101761663E-01      -1.1990222041627320E-02  -1.4115533101761663E-01      -1.1990222041627320E-02  -1.4115533101761663E-01      -1.1990222041627320E-02  -1.4115533101761663E-01      -1.1990222041627320E-02  -1.4115533101761663E-01       
 7.1472242780197828E+00    -1.1479299331137666E-02  -1.3813227756223359E-01      -1.1479299331137666E-02  -1.3813227756223359E-01      -1.1479299331137666E-02  -1.3813227756223359E-01      -1.1479299331137666E-02  -1.3813227756223359E-01      -1.1479299331137666E-02  -1.3813227756223359E-01      -1.1479299331137666E-02  -1.3813227756223359E-01       
 7.3043061302839529E+00    -1.1000152145584674E-02  -1.3523442894742269E-01      -1.1000152145584674E-02  -1.3523442894742269E-01      -1.1000152145584674E-02  -1.3523442894742269E-01      -1.1000152145584674E-02  -1.3523442894742269E-01      -1.1000152145584674E-02  -1.3523442894742269E-01      -1.1000152145584674E-02  -1.3523442894742269E-01       
 7.4613879825481249E+00    -1.0550214697326489E-02  -1.3245425799625757E-01      -1.0550214697326489E-02  -1.3245425799625757E-01      -1.0550214697326489E-02  -1.3245425799625757E-01      -1.0550214697326489E-02  -1.3245425799625757E-01      -1.0550214697326489E-02  -1.3245425799625757E-01      -1.0550214697326489E-02  -1.3245425799625757E-01       
