-10.0	-0.11158266318064126	-0.00121828433699164	-0.11220033303034532	-0.0016022232104090507	-0.1383962713968228	-0.002527214202277679	-0.14033392303512732	-0.002590753507025165
-9.8	-0.1145776286602181	-0.0014535945544717772	-0.11525983823569938	-0.0019586862105452226	-0.143261401396491	-0.0031492828338210927	-0.14532277344118197	-0.003230596121921988
-9.6	-0.11772379240904972	-0.0017321902415730337	-0.11844488042883601	-0.002376640764260232	-0.1484249754121136	-0.0039014119179271605	-0.15062115652327826	-0.00400495987472559
-9.4	-0.12110526671937026	-0.002021025119441727	-0.12188143286747581	-0.0027967731599255617	-0.15411815907731197	-0.0046996647560006485	-0.15646722899000587	-0.004828164936799597
-9.2	-0.1247257771475807	-0.0024397171836739845	-0.1255591283633808	-0.0034147040259468317	-0.16035265817427366	-0.005890485724612588	-0.16287403503521763	-0.006056776964012919
-9.0	-0.12856484364840587	-0.002926699140665203	-0.12942356663093024	-0.004119176944195863	-0.167075194660614	-0.0073151381488336265	-0.1697882011461415	-0.007528781781544135
-8.8	-0.13272096294174765	-0.0036001843786501357	-0.1336154409160055	-0.005093840746427888	-0.1745681829054782	-0.009352925883281392	-0.17750152963681975	-0.009636513798980395
-8.6	-0.13706163085417458	-0.0044507179683901	-0.13789012046663277	-0.0063060413126602285	-0.1824291001862184	-0.01200536815284484	-0.18560087077504314	-0.012383902969017927
-8.4	-0.14181945058413895	-0.005430497190942213	-0.14259743725488494	-0.007670036351189635	-0.19137302828432845	-0.015239723098897973	-0.19482540691739314	-0.015742166556072457
-8.2	-0.14680369745471267	-0.006740445636251189	-0.14739468160469194	-0.009470001591388855	-0.20074072804513976	-0.019715209181396427	-0.2044944518781592	-0.02039647275803927
-8.0	-0.15230103788501717	-0.008259846059179054	-0.15271620558530447	-0.011497925540209949	-0.21148028698606794	-0.025318421200459948	-0.21558868139488688	-0.026242357389607403
-7.8	-0.15791668370634673	-0.010331969947970468	-0.15790485023660578	-0.014247443957126748	-0.22198305178905867	-0.03324325155278243	-0.22643128076400232	-0.03452239610375602
-7.6	-0.16351592871078688	-0.012578408380643684	-0.1627490503413811	-0.017066994003654343	-0.23171111273782022	-0.042146359514041415	-0.23645652457562769	-0.0438477291137434
-7.4	-0.16979252705173115	-0.015029681338933176	-0.16820942479606454	-0.020077742460529152	-0.24258812020587986	-0.0530442644268166	-0.24763410462419577	-0.05529888610902842
-7.2	-0.17645401592444304	-0.01823284506382508	-0.17368930222131895	-0.02388773043976209	-0.2521640891045229	-0.06733831077259736	-0.2573609443927106	-0.0703039485684705
-7.0	-0.18357978975073752	-0.022626276117882992	-0.17923779352300717	-0.028998893597395298	-0.25867995914497754	-0.08603927850915984	-0.26373768139597553	-0.08982769252449017
-6.8	-0.19141878070295382	-0.026981261029553977	-0.1850017495070791	-0.03349295109256072	-0.2640273131444494	-0.1042878375234311	-0.26881988823368264	-0.10879618266165109
-6.6	-0.19953221615261932	-0.0323778069563209	-0.1907201944311905	-0.038469880007701865	-0.26592428275892394	-0.12321037889271985	-0.270281853239505	-0.1282704101205972
-6.4	-0.20826732108897206	-0.03850439606725873	-0.19622878936401103	-0.043387552342861416	-0.2653828438298896	-0.14051899525088465	-0.26930325884711975	-0.14592221410568285
