-1.0000000000000000e+01	-1.1199542538680114e-01	-9.9551625705724517e-04
-9.9000000000000004e+00	-1.1363683963991404e-01	-1.1844546627156273e-03
-9.8000000000000007e+00	-1.1532277311416197e-01	-1.2868198151362248e-03
-9.6999999999999993e+00	-1.1675508041518566e-01	-1.3698405258135554e-03
-9.5999999999999996e+00	-1.1840872073084473e-01	-1.7565019725693791e-03
-9.5000000000000000e+00	-1.2001931220884020e-01	-1.6803030881433754e-03
-9.4000000000000004e+00	-1.2172358584826633e-01	-2.1106363200037916e-03
-9.3000000000000007e+00	-1.2375943856729767e-01	-2.4509142682894230e-03
-9.1999999999999993e+00	-1.2571052425126772e-01	-2.4411918087517870e-03
-9.0999999999999996e+00	-1.2725153077182966e-01	-2.8442957579240492e-03
-9.0000000000000000e+00	-1.2951780415598502e-01	-3.6905881973883464e-03
-8.9000000000000004e+00	-1.3159647837124414e-01	-3.8475389280939816e-03
-8.8000000000000007e+00	-1.3365070902172263e-01	-4.1833017948483377e-03
-8.6999999999999993e+00	-1.3592614979147047e-01	-4.7924080361634851e-03
-8.5999999999999996e+00	-1.3804325007740240e-01	-5.0432847608201268e-03
-8.5000000000000000e+00	-1.3988519951347908e-01	-6.0216515688274064e-03
-8.4000000000000004e+00	-1.4293015950779037e-01	-6.6483894953944635e-03
-8.3000000000000007e+00	-1.4550320499598424e-01	-7.7017050280799486e-03
-8.1999999999999993e+00	-1.4734074738655045e-01	-7.9304968071862349e-03
-8.0999999999999996e+00	-1.5104352522341896e-01	-9.7198120001255241e-03
-8.0000000000000000e+00	-1.5267529690198042e-01	-1.0435382246943624e-02
-7.9000000000000004e+00	-1.5554127140285506e-01	-1.1865072925535325e-02
-7.7999999999999998e+00	-1.5810454665235063e-01	-1.3430782953197655e-02
-7.6999999999999993e+00	-1.6123656213313706e-01	-1.3271787093500258e-02
-7.5999999999999996e+00	-1.6355172587225750e-01	-1.6670326584487617e-02
-7.5000000000000000e+00	-1.6676990595647206e-01	-1.6031971579653963e-02
-7.4000000000000004e+00	-1.6891839864861385e-01	-1.9739028304624744e-02
-7.2999999999999998e+00	-1.7029369614417167e-01	-2.1780978149431158e-02
-7.1999999999999993e+00	-1.7712624676086436e-01	-2.3145937632317572e-02
-7.0999999999999996e+00	-1.7685860132856240e-01	-2.3755849659959551e-02
-7.0000000000000000e+00	-1.8091244968340708e-01	-2.7361667709996963e-02
-6.9000000000000004e+00	-1.8230481215302921e-01	-3.0736480322362744e-02
-6.7999999999999998e+00	-1.8523127858045085e-01	-2.8767875097993362e-02
-6.6999999999999993e+00	-1.9055189052094942e-01	-3.5482802352514761e-02
-6.5999999999999996e+00	-1.9237732635775806e-01	-3.4552608055012306e-02
-6.5000000000000000e+00	-1.9461017705620359e-01	-3.7612701422302067e-02
-6.4000000000000004e+00	-1.9504898679072197e-01	-4.5161208970835531e-02
-6.2999999999999998e+00	-2.0206668669000699e-01	-4.6249022580772861e-02
-6.1999999999999993e+00	-2.0180859798987150e-01	-4.7056021673045213e-02
-6.0999999999999996e+00	-2.0519751922229176e-01	-5.2992663866787783e-02
-6.0000000000000000e+00	-2.0956189618547405e-01	-5.8537842443176370e-02
-5.8999999999999995e+00	-2.0761284778849731e-01	-5.6188169651568240e-02
-5.7999999999999998e+00	-2.1398393124978776e-01	-6.3697136708728785e-02
-5.7000000000000002e+00	-2.1762964745082969e-01	-6.7907738549434382e-02
-5.5999999999999996e+00	-2.1578975868113318e-01	-6.9317359335893863e-02
-5.5000000000000000e+00	-2.2035223214739233e-01	-7.8512002313207457e-02
-5.3999999999999995e+00	-2.2063603062823978e-01	-7.8119190114652709e-02
-5.2999999999999998e+00	-2.2074406335338786e-01	-8.3406499163770784e-02
-5.1999999999999993e+00	-2.2163151892861230e-01	-9.2813574174539032e-02
-5.0999999999999996e+00	-2.2779820885912763e-01	-9.1830658384256872e-02
-5.0000000000000000e+00	-2.2707474569657940e-01	-9.9568275798578257e-02
-4.8999999999999995e+00	-2.2786028907192890e-01	-9.8492852265167574e-02
-4.7999999999999998e+00	-2.3485336488970268e-01	-1.0720358068779258e-01
-4.6999999999999993e+00	-2.2419005019741517e-01	-1.1292996443748991e-01
-4.5999999999999996e+00	-2.3434691429336699e-01	-1.1660718233841622e-01
-4.5000000000000000e+00	-2.3053253041691860e-01	-1.1789038965383467e-01
-4.3999999999999995e+00	-2.3370352357179447e-01	-1.1989442876713147e-01
-4.2999999999999998e+00	-2.3394517639704140e-01	-1.3700177875741659e-01
-4.1999999999999993e+00	-2.3645347172428907e-01	-1.2239243635889518e-01
-4.0999999999999996e+00	-2.4071731622652379e-01	-1.3889647684397335e-01
-4.0000000000000000e+00	-2.3638256325953416e-01	-1.4032450455294204e-01
-3.8999999999999995e+00	-2.5686412761591731e-01	-1.4163796822163754e-01
-3.7999999999999998e+00	-2.3841711689316075e-01	-1.5734547115515102e-01
-3.6999999999999993e+00	-2.5402157177516232e-01	-1.5450934994920323e-01
-3.5999999999999996e+00	-2.4848083667313467e-01	-1.6157565260311824e-01
-3.5000000000000000e+00	-2.5211873773374555e-01	-1.6306887415223728e-01
-3.3999999999999995e+00	-2.6220069290953535e-01	-1.9323403903408373e-01
-3.2999999999999998e+00	-2.5640049394372438e-01	-1.8075548790455234e-01
-3.1999999999999993e+00	-2.6660301445374912e-01	-1.9396980214243034e-01
-3.0999999999999996e+00	-2.5440985028479102e-01	-2.0572209537846353e-01
-3.0000000000000000e+00	-2.6902318104574752e-01	-2.1006365617895431e-01
-2.8999999999999995e+00	-2.5577735804832741e-01	-2.2903436764045296e-01
-2.7999999999999998e+00	-2.6153587957772173e-01	-2.2719616273548629e-01
-2.6999999999999993e+00	-2.5912188999973562e-01	-2.3918625761674886e-01
-2.5999999999999996e+00	-2.5209867101764244e-01	-2.3787001051796458e-01
-2.5000000000000000e+00	-2.5762897182857286e-01	-2.6067033195918354e-01
-2.3999999999999995e+00	-2.4971826174894179e-01	-2.6542694284331114e-01
-2.2999999999999998e+00	-2.5434659194143094e-01	-2.7044184467021476e-01
-2.1999999999999993e+00	-2.4932314884404591e-01	-2.8099637636970964e-01
-2.0999999999999996e+00	-2.4728939827303559e-01	-2.8342244763733371e-01
-2.0000000000000000e+00	-2.4368761351337559e-01	-2.9999352953436104e-01
-1.9000000000000004e+00	-2.4271757184586404e-01	-3.0236109426325392e-01
-1.7999999999999989e+00	-2.4260511656216713e-01	-3.1124971204296598e-01
-1.6999999999999993e+00	-2.3747701047327360e-01	-3.2044305167572185e-01
-1.5999999999999996e+00	-2.4056577834907625e-01	-3.2659857333793546e-01
-1.5000000000000000e+00	-2.3507228484729137e-01	-3.4048761541887507e-01
-1.4000000000000004e+00	-2.3300231851189510e-01	-3.4908915929611817e-01
-1.2999999999999989e+00	-2.3643510484566443e-01	-3.5926314793654490e-01
-1.1999999999999993e+00	-2.3201771197264343e-01	-3.6950809616943431e-01
-1.0999999999999996e+00	-2.3310379573169657e-01	-3.8221283679303597e-01
-1.0000000000000000e+00	-2.3044586385971041e-01	-3.9517223260059603e-01
-9.0000000000000036e-01	-2.2846791824217808e-01	-4.0651319369240940e-01
-7.9999999999999893e-01	-2.3052225475246280e-01	-4.2823323291822812e-01
-6.9999999999999929e-01	-2.3315410652174506e-01	-4.4410604677826571e-01
-5.9999999999999964e-01	-2.2457713174400107e-01	-4.6099149368501025e-01
-5.0000000000000000e-01	-2.2417155389845594e-01	-5.1159397962343056e-01
-3.9999999999999858e-01	-2.3820498057662842e-01	-4.8577843694979855e-01
-2.9999999999999893e-01	-1.6826367058887315e-01	-5.8699292897419786e-01
-1.9999999999999929e-01	-2.8855461428907120e-01	-5.2170465078099837e-01
-9.9999999999999645e-02	-7.7677674645321507e-02	-6.1996122391787489e-01
0.0000000000000000e+00	1.3143151375723770e-11	-3.8594039637068236e+00
1.0000000000000142e-01	7.7677674645278666e-02	-6.1996122391790209e-01
2.0000000000000107e-01	2.8855461428907708e-01	-5.2170465078101147e-01
