0.0785398 -3.60826e-05 -0.411827 4.07255e-05 -0.411844
0.235619 -4.0399e-05 -0.409999 3.97963e-05 -0.41002
0.392699 -4.23257e-05 -0.403973 3.67287e-05 -0.404007
0.549779 -3.9921e-05 -0.396853 3.11595e-05 -0.396889
0.706858 -3.23638e-05 -0.388741 2.48753e-05 -0.388767
0.863938 -2.55159e-05 -0.37982 1.56073e-05 -0.379846
1.02102 -3.05623e-05 -0.370296 2.37375e-05 -0.370318
1.1781 -2.86527e-05 -0.360342 2.64992e-05 -0.360361
1.33518 -2.88486e-05 -0.350153 4.15883e-05 -0.35015
1.49226 -2.22844e-05 -0.339847 4.84444e-05 -0.339827
1.64934 -1.03173e-05 -0.32953 5.44184e-05 -0.32953
1.80642 -2.51604e-05 -0.319302 4.49042e-05 -0.319315
1.9635 -1.65163e-05 -0.309297 7.19923e-05 -0.309334
2.12058 -2.53076e-05 -0.299494 5.484e-05 -0.299542
2.27765 -2.72356e-05 -0.290011 5.3042e-05 -0.290055
2.43473 -2.12428e-05 -0.280856 7.1369e-05 -0.280891
2.59181 -1.55102e-05 -0.272025 8.98848e-05 -0.272051
2.74889 -1.39065e-05 -0.263528 9.70186e-05 -0.263546
2.90597 -1.58241e-05 -0.255378 9.23801e-05 -0.255387
3.06305 -1.91919e-05 -0.247577 8.05102e-05 -0.247577
3.22013 -2.23067e-05 -0.240122 6.62112e-05 -0.240113
3.37721 -2.43137e-05 -0.233001 5.27583e-05 -0.232984
3.53429 -2.50475e-05 -0.226203 4.17782e-05 -0.226179
3.69137 -2.47296e-05 -0.219714 3.37131e-05 -0.219684
3.84845 -2.3723e-05 -0.213518 2.83337e-05 -0.213485
4.00553 -2.23862e-05 -0.207603 2.51181e-05 -0.207567
4.16261 -2.10059e-05 -0.201954 2.34826e-05 -0.201917
4.31969 -1.97797e-05 -0.196559 2.28992e-05 -0.196521
4.47677 -1.88234e-05 -0.191404 2.29414e-05 -0.191367
4.63385 -1.81883e-05 -0.186478 2.32915e-05 -0.186442
4.79093 -1.78803e-05 -0.181767 2.37286e-05 -0.181733
4.94801 -1.78758e-05 -0.177261 2.41097e-05 -0.177229
5.10509 -1.81347e-05 -0.172949 2.43509e-05 -0.17292
5.26217 -1.86094e-05 -0.168821 2.44108e-05 -0.168794
5.41925 -1.92513e-05 -0.164866 2.42769e-05 -0.164842
5.57633 -2.00142e-05 -0.161075 2.3955e-05 -0.161054
5.73341 -2.08568e-05 -0.15744 2.34623e-05 -0.157422
5.89049 -2.17434e-05 -0.153951 2.28218e-05 -0.153936
6.04757 -2.26443e-05 -0.150602 2.20586e-05 -0.15059
6.20465 -2.35355e-05 -0.147385 2.11979e-05 -0.147375
6.36173 -2.4398e-05 -0.144292 2.02634e-05 -0.144284
6.5188 -2.52175e-05 -0.141318 1.92767e-05 -0.141312
6.67588 -2.59836e-05 -0.138456 1.82565e-05 -0.138452
6.83296 -2.66891e-05 -0.1357 1.72191e-05 -0.135699
6.99004 -2.73296e-05 -0.133045 1.61781e-05 -0.133046
7.14712 -2.79027e-05 -0.130486 1.51448e-05 -0.130488
7.3042 -2.84077e-05 -0.128018 1.41283e-05 -0.128022
7.46128 -2.88455e-05 -0.125636 1.31356e-05 -0.125642
7.61836 -2.92177e-05 -0.123337 1.21724e-05 -0.123344
7.77544 -2.95268e-05 -0.121117 1.12427e-05 -0.121125
7.93252 -2.97756e-05 -0.118971 1.03495e-05 -0.11898
8.0896 -2.99676e-05 -0.116896 9.49476e-06 -0.116907
8.24668 -3.01061e-05 -0.114889 8.67962e-06 -0.114901
8.40376 -3.0195e-05 -0.112947 7.90456e-06 -0.112959
8.56084 -3.02378e-05 -0.111066 7.16955e-06 -0.111079
8.71792 -3.0238e-05 -0.109244 6.47412e-06 -0.109259
8.875 -3.01992e-05 -0.107479 5.81749e-06 -0.107494
9.03208 -3.01249e-05 -0.105768 5.19863e-06 -0.105784
