0 -0.499768 -0.500096
0.04 -0.473111 -0.473205
0.08 -0.44851 -0.448485
0.12 -0.42578 -0.425711
0.16 -0.404757 -0.404686
0.2 -0.385288 -0.385238
0.24 -0.367235 -0.367214
0.28 -0.350474 -0.35048
0.32 -0.334889 -0.334918
0.36 -0.32038 -0.320422
0.4 -0.306851 -0.306899
0.44 -0.294221 -0.294267
0.48 -0.282411 -0.282449
0.52 -0.271354 -0.27138
0.56 -0.260988 -0.260999
0.6 -0.251257 -0.251251
0.64 -0.24211 -0.242089
0.68 -0.233502 -0.233466
0.72 -0.22539 -0.225343
0.76 -0.217738 -0.217683
0.8 -0.210512 -0.210452
0.84 -0.203681 -0.203619
0.88 -0.197217 -0.197156
0.92 -0.191094 -0.191037
0.96 -0.185289 -0.185239
1 -0.17978 -0.179739
1.04 -0.174548 -0.174518
1.08 -0.169576 -0.169558
1.12 -0.164846 -0.16484
1.16 -0.160343 -0.160349
1.2 -0.156054 -0.156072
1.24 -0.151965 -0.151993
1.28 -0.148064 -0.148102
1.32 -0.14434 -0.144386
1.36 -0.140783 -0.140835
1.4 -0.137382 -0.137439
1.44 -0.134129 -0.134189
1.48 -0.131015 -0.131077
1.52 -0.128033 -0.128094
1.56 -0.125174 -0.125233
1.6 -0.122433 -0.122488
1.64 -0.119802 -0.119853
1.68 -0.117276 -0.11732
1.72 -0.114848 -0.114886
1.76 -0.112514 -0.112544
1.8 -0.110269 -0.110291
1.84 -0.108107 -0.108121
1.88 -0.106024 -0.10603
1.92 -0.104017 -0.104015
1.96 -0.102081 -0.102072
2 -0.100213 -0.100196
2.04 -0.0984097 -0.0983865
2.08 -0.0966674 -0.0966384
2.12 -0.0949834 -0.0949495
2.16 -0.0933548 -0.093317
2.2 -0.0917792 -0.0917383
2.24 -0.0902539 -0.0902109
2.28 -0.0887768 -0.0887326
2.32 -0.0873457 -0.0873012
2.36 -0.0859585 -0.0859146
2.4 -0.0846133 -0.0845709
2.44 -0.0833084 -0.0832682
2.48 -0.0820421 -0.0820047
2.52 -0.0808128 -0.0807788
2.56 -0.0796189 -0.0795889
2.6 -0.0784591 -0.0784334
2.64 -0.0773321 -0.077311
2.68 -0.0762366 -0.0762203
2.72 -0.0751713 -0.07516
2.76 -0.0741352 -0.0741288
2.8 -0.0731271 -0.0731257
2.84 -0.0721461 -0.0721494
2.88 -0.0711911 -0.0711989
2.92 -0.0702612 -0.0702733
2.96 -0.0693556 -0.0693715
3 -0.0684733 -0.0684928
3.04 -0.0676135 -0.0676361
3.08 -0.0667756 -0.0668007
3.12 -0.0659586 -0.0659859
3.16 -0.0651618 -0.0651908
3.2 -0.0643847 -0.0644149
3.24 -0.0636264 -0.0636573
3.28 -0.0628864 -0.0629175
3.32 -0.062164 -0.0621949
3.36 -0.0614586 -0.0614889
3.4 -0.0607697 -0.060799
3.44 -0.0600967 -0.0601245
3.48 -0.059439 -0.0594651
3.52 -0.0587962 -0.0588203
3.56 -0.0581676 -0.0581895
3.6 -0.057553 -0.0575724
3.64 -0.0569517 -0.0569685
3.68 -0.0563634 -0.0563775
3.72 -0.0557876 -0.0557989
3.76 -0.0552239 -0.0552324
3.8 -0.0546719 -0.0546777
3.84 -0.0541313 -0.0541343
3.88 -0.0536016 -0.0536021
3.92 -0.0530825 -0.0530805
3.96 -0.0525738 -0.0525695
4 -0.052075 -0.0520685
4.04 -0.051586 -0.0515775
4.08 -0.0511063 -0.051096
4.12 -0.0506357 -0.0506239
4.16 -0.0501739 -0.0501609
4.2 -0.0497207 -0.0497067
4.24 -0.0492759 -0.0492611
4.28 -0.0488392 -0.0488239
4.32 -0.0484103 -0.0483947
4.36 -0.0479892 -0.0479736
4.4 -0.0475755 -0.0475601
4.44 -0.0471691 -0.0471541
4.48 -0.0467698 -0.0467554
4.52 -0.0463775 -0.0463639
4.56 -0.0459919 -0.0459792
4.6 -0.0456129 -0.0456013
4.64 -0.0452403 -0.04523
4.68 -0.044874 -0.044865
4.72 -0.0445139 -0.0445063
4.76 -0.0441598 -0.0441537
4.8 -0.0438116 -0.043807
4.84 -0.0434691 -0.0434661
4.88 -0.0431323 -0.0431308
4.92 -0.0428009 -0.042801
4.96 -0.042475 -0.0424765
5 -0.0421543 -0.0421572
5.04 -0.0418389 -0.0418431
5.08 -0.0415284 -0.0415339
5.12 -0.041223 -0.0412296
5.16 -0.0409224 -0.04093
5.2 -0.0406265 -0.0406351
5.24 -0.0403353 -0.0403447
5.28 -0.0400487 -0.0400587
5.32 -0.0397665 -0.0397771
5.36 -0.0394887 -0.0394997
5.4 -0.0392152 -0.0392265
5.44 -0.0389459 -0.0389573
5.48 -0.0386807 -0.038692
5.52 -0.0384195 -0.0384307
5.56 -0.0381623 -0.0381732
5.6 -0.0379089 -0.0379194
5.64 -0.0376593 -0.0376692
5.68 -0.0374134 -0.0374227
5.72 -0.037171 -0.0371796
5.76 -0.0369322 -0.0369401
5.8 -0.0366969 -0.0367039
5.84 -0.0364649 -0.036471
5.88 -0.0362363 -0.0362413
5.92 -0.0360108 -0.0360149
5.96 -0.0357885 -0.0357916
6 -0.0355694 -0.0355714
6.04 -0.0353532 -0.0353542
6.08 -0.03514 -0.03514
6.12 -0.0349297 -0.0349287
6.16 -0.0347222 -0.0347202
6.2 -0.0345174 -0.0345146
6.24 -0.0343154 -0.0343117
6.28 -0.034116 -0.0341115
6.32 -0.0339193 -0.033914
6.36 -0.033725 -0.0337191
6.4 -0.0335333 -0.0335267
6.44 -0.0333439 -0.0333369
6.48 -0.033157 -0.0331496
6.52 -0.0329724 -0.0329647
6.56 -0.0327901 -0.0327821
6.6 -0.0326101 -0.0326019
6.64 -0.0324322 -0.032424
6.68 -0.0322565 -0.0322484
6.72 -0.032083 -0.032075
6.76 -0.0319115 -0.0319037
6.8 -0.0317421 -0.0317346
6.84 -0.0315747 -0.0315675
6.88 -0.0314093 -0.0314026
6.92 -0.0312458 -0.0312396
6.96 -0.0310843 -0.0310786
7 -0.0309246 -0.0309196
7.04 -0.0307669 -0.0307625
7.08 -0.0306109 -0.0306072
7.12 -0.0304567 -0.0304538
7.16 -0.0303044 -0.0303022
7.2 -0.0301538 -0.0301523
7.24 -0.0300049 -0.0300042
7.28 -0.0298577 -0.0298579
7.32 -0.0297122 -0.0297131
7.36 -0.0295684 -0.0295701
7.4 -0.0294262 -0.0294287
7.44 -0.0292857 -0.0292888
7.48 -0.0291467 -0.0291505
7.52 -0.0290093 -0.0290138
7.56 -0.0288735 -0.0288786
7.6 -0.0287392 -0.0287448
7.64 -0.0286064 -0.0286126
7.68 -0.0284752 -0.0284817
7.72 -0.0283454 -0.0283523
7.76 -0.028217 -0.0282243
7.8 -0.0280901 -0.0280977
7.84 -0.0279647 -0.0279724
7.88 -0.0278406 -0.0278485
7.92 -0.0277179 -0.0277258
7.96 -0.0275966 -0.0276045
8 -0.0274766 -0.0274845
8.04 -0.027358 -0.0273657
8.08 -0.0272407 -0.0272482
8.12 -0.0271247 -0.0271319
8.16 -0.0270099 -0.0270168
8.2 -0.0268964 -0.0269029
8.24 -0.0267841 -0.0267902
8.28 -0.0266731 -0.0266787
8.32 -0.0265632 -0.0265684
8.36 -0.0264545 -0.0264592
8.4 -0.026347 -0.0263511
8.44 -0.0262407 -0.0262441
8.48 -0.0261354 -0.0261382
8.52 -0.0260313 -0.0260335
8.56 -0.0259282 -0.0259298
8.6 -0.0258263 -0.0258271
8.64 -0.0257254 -0.0257256
8.68 -0.0256255 -0.025625
8.72 -0.0255267 -0.0255255
8.76 -0.0254288 -0.0254271
8.8 -0.025332 -0.0253296
8.84 -0.0252361 -0.0252331
8.88 -0.0251412 -0.0251376
8.92 -0.0250472 -0.0250431
8.96 -0.0249541 -0.0249495
9 -0.024862 -0.0248569
9.04 -0.0247707 -0.0247653
9.08 -0.0246804 -0.0246745
9.12 -0.0245909 -0.0245847
9.16 -0.0245023 -0.0244958
9.2 -0.0244145 -0.0244077
9.24 -0.0243275 -0.0243206
9.28 -0.0242414 -0.0242343
9.32 -0.0241561 -0.0241489
9.36 -0.0240716 -0.0240643
9.4 -0.0239878 -0.0239806
9.44 -0.0239049 -0.0238977
9.48 -0.0238227 -0.0238156
9.52 -0.0237412 -0.0237343
9.56 -0.0236605 -0.0236538
9.6 -0.0235806 -0.0235741
9.64 -0.0235014 -0.0234952
9.68 -0.0234229 -0.023417
9.72 -0.0233451 -0.0233395
9.76 -0.023268 -0.0232628
9.8 -0.0231917 -0.0231869
9.84 -0.023116 -0.0231116
9.88 -0.023041 -0.0230371
9.92 -0.0229667 -0.0229632
9.96 -0.022893 -0.0228901
10 -0.0228201 -0.0228176
10.04 -0.0227478 -0.0227458
10.08 -0.0226761 -0.0226746
10.12 -0.0226051 -0.0226041
10.16 -0.0225348 -0.0225343
10.2 -0.022465 -0.0224651
10.24 -0.022396 -0.0223965
10.28 -0.0223275 -0.0223285
10.32 -0.0222597 -0.0222611
10.36 -0.0221925 -0.0221944
10.4 -0.0221259 -0.0221282
10.44 -0.02206 -0.0220626
10.48 -0.0219946 -0.0219976
10.52 -0.0219299 -0.0219332
10.56 -0.0218657 -0.0218693
10.6 -0.0218021 -0.021806
10.64 -0.0217392 -0.0217433
10.68 -0.0216768 -0.0216811
10.72 -0.021615 -0.0216195
10.76 -0.0215538 -0.0215584
