 0.0000000000E+00     1.1140995461E+00     3.4399609417E-01     3.4399609417E-01     3.4399609417E-01     1.1140934946E+00     3.4399609417E-01     3.4399609417E-01     3.4399609417E-01     1.1141281539E+00     
 1.5708185226E-01     1.2019282325E+00     3.5190980850E-01     3.5190980850E-01     3.5190980850E-01     1.2019160148E+00     3.5190980850E-01     3.5190980850E-01     3.5190980850E-01     1.2019302744E+00     
 3.1416370453E-01     1.3076490726E+00     3.6047997636E-01     3.6047997636E-01     3.6047997636E-01     1.3076316179E+00     3.6047997636E-01     3.6047997636E-01     3.6047997636E-01     1.3076336648E+00     
 4.7124555679E-01     1.4229270467E+00     3.6880587008E-01     3.6880587008E-01     3.6880587008E-01     1.4229052074E+00     3.6880587008E-01     3.6880587008E-01     3.6880587008E-01     1.4229017234E+00     
 6.2832740906E-01     1.5446824086E+00     3.7663274368E-01     3.7663274368E-01     3.7663274368E-01     1.5446569289E+00     3.7663274368E-01     3.7663274368E-01     3.7663274368E-01     1.5446534571E+00     
 7.8540926132E-01     1.6701326836E+00     3.8383048707E-01     3.8383048707E-01     3.8383048707E-01     1.6701041670E+00     3.8383048707E-01     3.8383048707E-01     3.8383048707E-01     1.6701049210E+00     
 9.4249111359E-01     1.7968339187E+00     3.9035372803E-01     3.9035372803E-01     3.9035372803E-01     1.7968027883E+00     3.9035372803E-01     3.9035372803E-01     3.9035372803E-01     1.7968104856E+00     
 1.0995729658E+00     1.9228025256E+00     3.9621421349E-01     3.9621421349E-01     3.9621421349E-01     1.9227690048E+00     3.9621421349E-01     3.9621421349E-01     3.9621421349E-01     1.9227848638E+00     
 1.2566548181E+00     2.0465516215E+00     4.0145724747E-01     4.0145724747E-01     4.0145724747E-01     2.0465157465E+00     4.0145724747E-01     4.0145724747E-01     4.0145724747E-01     2.0465396807E+00     
 1.4137366704E+00     2.1670601835E+00     4.0614426845E-01     4.0614426845E-01     4.0614426845E-01     2.1670218459E+00     4.0614426845E-01     4.0614426845E-01     4.0614426845E-01     2.1670528064E+00     
 1.5708185226E+00     2.2837047202E+00     4.1034144203E-01     4.1034144203E-01     4.1034144203E-01     2.2836637270E+00     4.1034144203E-01     4.1034144203E-01     4.1034144203E-01     2.2837001058E+00     
 1.7279003749E+00     2.3961771517E+00     4.1411296363E-01     4.1411296363E-01     4.1411296363E-01     2.3961332880E+00     4.1411296363E-01     4.1411296363E-01     4.1411296363E-01     2.3961732986E+00     
 1.8849822272E+00     2.5044042867E+00     4.1751760313E-01     4.1751760313E-01     4.1751760313E-01     2.5043573695E+00     4.1751760313E-01     4.1751760313E-01     4.1751760313E-01     2.5043993466E+00     
 2.0420640794E+00     2.6084772282E+00     4.2060728910E-01     4.2060728910E-01     4.2060728910E-01     2.6084271444E+00     4.2060728910E-01     4.2060728910E-01     4.2060728910E-01     2.6084697387E+00     
 2.1991459317E+00     2.7085940035E+00     4.2342687945E-01     4.2342687945E-01     4.2342687945E-01     2.7085407308E+00     4.2342687945E-01     4.2342687945E-01     4.2342687945E-01     2.7085830013E+00     
