0.256633180817  -0.115449393637
0.869785948635  -0.251329174573
1.47614847156  -0.332547484119
2.12788506083  -0.379027027713
2.77670247939  -0.402007247159
3.37424402998  -0.412216729387
4.06970471954  -0.410675280336
4.66527900291  -0.405048261507
5.26040906466  -0.395845258569
5.9049111874  -0.384087346664
6.54928638968  -0.371307725014
7.14403569003  -0.359039592839
7.83784641354  -0.344215917096
8.4325957139  -0.331947784921
9.02721809378  -0.318657943
9.67184713699  -0.307921740841
10.3162223393  -0.295142119191
10.9111620203  -0.284406551634
11.5558545238  -0.274181204348
12.2006104874  -0.264466711935
12.795677089  -0.254752854124
13.4405599731  -0.246060071456
14.0855697777  -0.238388998534
14.7305161221  -0.230207070739
15.2760837421  -0.222026412149
15.9709098294  -0.21537641437
16.5663571923  -0.208727685796
17.2611198193  -0.201566833144
17.9063200046  -0.19542832484
18.5516471103  -0.190311526282
19.1970376763  -0.185705582597
19.7428591373  -0.179568343498
20.3384968809  -0.174452179542
21.0336402693  -0.170356456127
21.6294683936  -0.166772856789
22.2251061372  -0.161656692833
